"cue","lemma","n"
"sunrise","appear",1
"sunrise","appearance",1
"sunrise","around",1
"sunrise","arrive",2
"sunrise","aurora",1
"sunrise","awe inspiring",1
"sunrise","beautiful",5
"sunrise","begin",1
"sunrise","break",2
"sunrise","bright",3
"sunrise","clock",1
"sunrise","cockcrow",1
"sunrise","color",1
"sunrise","colorful",1
"sunrise","come",7
"sunrise","crow",1
"sunrise","dawn",9
"sunrise","day",11
"sunrise","daybreak",4
"sunrise","daylight",2
"sunrise","early",10
"sunrise","earth",2
"sunrise","east",1
"sunrise","eastern",2
"sunrise","event",1
"sunrise","farmer",1
"sunrise","first",3
"sunrise","full",1
"sunrise","get",1
"sunrise","happen",2
"sunrise","horizon",4
"sunrise","imagery",1
"sunrise","impressive",1
"sunrise","light",2
"sunrise","location",1
"sunrise","m",1
"sunrise","mind opening",1
"sunrise","morn",1
"sunrise","morning",22
"sunrise","move",1
"sunrise","must",1
"sunrise","natural",1
"sunrise","new",1
"sunrise","null",1
"sunrise","often",1
"sunrise","opposite",1
"sunrise","orange",2
"sunrise","peek",1
"sunrise","phenomenon",1
"sunrise","picturesque",1
"sunrise","pink",1
"sunrise","poetic",1
"sunrise","pretty",2
"sunrise","red",3
"sunrise","reoccurring",1
"sunrise","rise",1
"sunrise","romantic",1
"sunrise","rooster",2
"sunrise","rosy",1
"sunrise","rotation",1
"sunrise","shine",1
"sunrise","show",1
"sunrise","sky",5
"sunrise","start",3
"sunrise","sun",16
"sunrise","sunrise",1
"sunrise","sunset",1
"sunrise","sunup",1
"sunrise","time",7
"sunrise","usually",1
"sunrise","view",1
"sunrise","visible",1
"sunrise","wake",1
"sunrise","yellow",1
"sunset","3",1
"sunset","afternoon",1
"sunset","almost",1
"sunset","apart",1
"sunset","around",1
"sunset","away",1
"sunset","beach",14
"sunset","beautiful",28
"sunset","beauty",1
"sunset","bedtime",1
"sunset","blue",3
"sunset","book",1
"sunset","breezy",2
"sunset","bright",5
"sunset","calm",1
"sunset","campfire",1
"sunset","can",1
"sunset","cause",1
"sunset","change",1
"sunset","charm",1
"sunset","cloud",7
"sunset","cold",1
"sunset","color",11
"sunset","colorful",6
"sunset","come",2
"sunset","contain",1
"sunset","cooler",1
"sunset","couple",2
"sunset","daily",1
"sunset","dark",10
"sunset","date",1
"sunset","day",10
"sunset","daytime",1
"sunset","death",1
"sunset","different",4
"sunset","dinner",3
"sunset","dope",1
"sunset","dusk",2
"sunset","dust",1
"sunset","earth",2
"sunset","east",4
"sunset","eat",1
"sunset","end",6
"sunset","evening",10
"sunset","everywhere",1
"sunset","experience",2
"sunset","flow",1
"sunset","foot",1
"sunset","fun",1
"sunset","functional",1
"sunset","get",3
"sunset","go",10
"sunset","gorgeous",1
"sunset","hair",1
"sunset","half",1
"sunset","happen",3
"sunset","happiness",1
"sunset","heat",1
"sunset","hillside",1
"sunset","hit",1
"sunset","horizon",4
"sunset","image",1
"sunset","kissing",1
"sunset","lake",1
"sunset","light",3
"sunset","lot",1
"sunset","love",2
"sunset","lower",1
"sunset","lucky",1
"sunset","means",1
"sunset","memorable",1
"sunset","moon",3
"sunset","morning",2
"sunset","mountain",1
"sunset","move",1
"sunset","movie",1
"sunset","name",1
"sunset","nature",1
"sunset","nice",1
"sunset","night",10
"sunset","nighttime",2
"sunset","null",1
"sunset","occur",3
"sunset","occurrence",1
"sunset","ocean",4
"sunset","opposite",1
"sunset","orange",16
"sunset","outside",1
"sunset","painting",1
"sunset","particle",1
"sunset","peace",1
"sunset","peaceful",2
"sunset","people",1
"sunset","perfect",1
"sunset","picture",1
"sunset","picturesque",1
"sunset","pink",9
"sunset","pm",2
"sunset","point",1
"sunset","pollution",1
"sunset","pretty",24
"sunset","proposal",1
"sunset","purple",6
"sunset","rainbow",1
"sunset","reach",1
"sunset","ready",1
"sunset","red",10
"sunset","relax",4
"sunset","rest",3
"sunset","rise",6
"sunset","river",1
"sunset","rock",1
"sunset","romance",2
"sunset","romantic",10
"sunset","rotate",2
"sunset","s",1
"sunset","sand",2
"sunset","scene",1
"sunset","set",4
"sunset","shoreline",1
"sunset","side",1
"sunset","signal",1
"sunset","sit",1
"sunset","skirt",1
"sunset","sky",8
"sunset","sleep",2
"sunset","slip",1
"sunset","sometimes",1
"sunset","star",1
"sunset","street",1
"sunset","summer",1
"sunset","sun",33
"sunset","sunny",2
"sunset","sunrise",8
"sunset","sunset",2
"sunset","tasteful",1
"sunset","time",9
"sunset","tropical",1
"sunset","turn",1
"sunset","use",1
"sunset","vacation",1
"sunset","view",1
"sunset","walk",1
"sunset","warm",3
"sunset","warmth",1
"sunset","watch",2
"sunset","water",3
"sunset","west",3
"sunset","western",1
"sunset","world",2
"sunset","yellow",13
"surfboard","activity",1
"surfboard","actual",1
"surfboard","advertise",1
"surfboard","aerodynamic",1
"surfboard","allow",1
"surfboard","ankle",1
"surfboard","area",1
"surfboard","athlete",1
"surfboard","attach",1
"surfboard","balance",1
"surfboard","beach",7
"surfboard","bikini",1
"surfboard","blond",1
"surfboard","board",3
"surfboard","body",2
"surfboard","break",1
"surfboard","bring",1
"surfboard","buoyant",1
"surfboard","california",2
"surfboard","can",10
"surfboard","carry",1
"surfboard","challenging",1
"surfboard","coast",1
"surfboard","color",6
"surfboard","colored",1
"surfboard","colorful",6
"surfboard","consider",1
"surfboard","contest",2
"surfboard","cool",1
"surfboard","coral",1
"surfboard","cost",1
"surfboard","dangerous",2
"surfboard","design",1
"surfboard","different",4
"surfboard","dirty",1
"surfboard","distinct",1
"surfboard","dry",1
"surfboard","dull",1
"surfboard","durable",1
"surfboard","ease",1
"surfboard","elongate",1
"surfboard","end",1
"surfboard","entertainment",1
"surfboard","equipment",1
"surfboard","exciting",1
"surfboard","exercise",1
"surfboard","expensive",1
"surfboard","feel",1
"surfboard","fiberglas",6
"surfboard","fin",12
"surfboard","find",6
"surfboard","first",1
"surfboard","flat",7
"surfboard","float",17
"surfboard","foam",1
"surfboard","fun",5
"surfboard","get",1
"surfboard","glide",5
"surfboard","go",2
"surfboard","guy",2
"surfboard","hair",1
"surfboard","handmade",1
"surfboard","hard",11
"surfboard","hawaii",2
"surfboard","hold",1
"surfboard","hurley",1
"surfboard","large",1
"surfboard","learn",1
"surfboard","like",1
"surfboard","long",33
"surfboard","lotion",1
"surfboard","mainly",1
"surfboard","make",12
"surfboard","money",1
"surfboard","multi",1
"surfboard","multiple",2
"surfboard","must",1
"surfboard","narrow",1
"surfboard","near",2
"surfboard","need",1
"surfboard","null",1
"surfboard","ocean",16
"surfboard","one",1
"surfboard","outdoors",1
"surfboard","oval",1
"surfboard","people",2
"surfboard","person",2
"surfboard","piece",2
"surfboard","plastic",3
"surfboard","pointed",1
"surfboard","pointy",2
"surfboard","recreation",3
"surfboard","ridden",1
"surfboard","ride",8
"surfboard","ridge",1
"surfboard","rock",1
"surfboard","rough",1
"surfboard","s",5
"surfboard","salt",1
"surfboard","saltwater",1
"surfboard","sand",4
"surfboard","shape",1
"surfboard","shark",3
"surfboard","sharp",1
"surfboard","shiny",2
"surfboard","short",2
"surfboard","size",1
"surfboard","skateboard",1
"surfboard","skint",1
"surfboard","sleek",1
"surfboard","slick",1
"surfboard","slippery",2
"surfboard","small",1
"surfboard","smooth",13
"surfboard","someone",2
"surfboard","sport",6
"surfboard","stabilize",1
"surfboard","stay",1
"surfboard","strap",1
"surfboard","string",1
"surfboard","sturdy",1
"surfboard","suffer",1
"surfboard","suit",1
"surfboard","sun",1
"surfboard","surf",8
"surfboard","surface",2
"surfboard","surfboard",1
"surfboard","surfboarding",1
"surfboard","surfer",7
"surfboard","surfing",4
"surfboard","swim",1
"surfboard","swimming",2
"surfboard","swimsuit",1
"surfboard","tan",2
"surfboard","think",1
"surfboard","top",1
"surfboard","tough",1
"surfboard","tropical",1
"surfboard","trunk",1
"surfboard","turtle",1
"surfboard","use",38
"surfboard","usually",2
"surfboard","versatile",1
"surfboard","water",33
"surfboard","wave",13
"surfboard","wax",7
"surfboard","waxy",1
"surfboard","wear",1
"surfboard","wet",4
"surfboard","white",1
"surfboard","wood",13
"surfboard","wooden",2
"sweet","actor",1
"sweet","add",1
"sweet","adjective",1
"sweet","affect",1
"sweet","affection",1
"sweet","also",2
"sweet","animal",1
"sweet","anything",1
"sweet","around",1
"sweet","artificially",1
"sweet","associate",1
"sweet","attitude",1
"sweet","auger",1
"sweet","awesome",2
"sweet","bad",2
"sweet","bitter",2
"sweet","boost",1
"sweet","boyfriend",2
"sweet","bud",2
"sweet","cake",7
"sweet","call",1
"sweet","can",11
"sweet","candy",33
"sweet","care",2
"sweet","caring",1
"sweet","cause",3
"sweet","cavity",2
"sweet","certain",2
"sweet","characteristic",2
"sweet","cheap",1
"sweet","chemical",1
"sweet","child",2
"sweet","chocolate",7
"sweet","close",1
"sweet","color",1
"sweet","common",1
"sweet","compliment",1
"sweet","consider",1
"sweet","constant",1
"sweet","consumption",1
"sweet","contain",1
"sweet","cookie",5
"sweet","cool",2
"sweet","cotton",1
"sweet","crave",1
"sweet","cream",4
"sweet","day",1
"sweet","define",1
"sweet","delicacy",1
"sweet","delicious",1
"sweet","derive",1
"sweet","describe",6
"sweet","description",1
"sweet","desert",1
"sweet","dessert",7
"sweet","destroy",1
"sweet","donut",1
"sweet","doughnut",1
"sweet","drive",1
"sweet","eat",2
"sweet","edible",1
"sweet","endearment",1
"sweet","endorphin",1
"sweet","ever",1
"sweet","excitement",1
"sweet","family",1
"sweet","fatten",1
"sweet","feel",2
"sweet","feeling",3
"sweet","fill",1
"sweet","find",1
"sweet","first",1
"sweet","flavor",3
"sweet","flower",2
"sweet","food",9
"sweet","form",1
"sweet","friend",1
"sweet","frost",1
"sweet","fruit",3
"sweet","fun",1
"sweet","gentle",1
"sweet","gesture",1
"sweet","girlfriend",1
"sweet","give",1
"sweet","good",12
"sweet","gooey",1
"sweet","grand",1
"sweet","happy",1
"sweet","hard",1
"sweet","health",2
"sweet","healthy",1
"sweet","honey",1
"sweet","honeysuckle",1
"sweet","hot",1
"sweet","human",1
"sweet","ice",4
"sweet","incentive",1
"sweet","innocent",1
"sweet","instinct",1
"sweet","kind",6
"sweet","life",1
"sweet","like",5
"sweet","little",1
"sweet","lot",4
"sweet","make",6
"sweet","many",1
"sweet","mean",2
"sweet","mom",1
"sweet","mother",2
"sweet","mouth",2
"sweet","name",2
"sweet","nature",1
"sweet","nice",15
"sweet","normally",1
"sweet","null",1
"sweet","obesity",1
"sweet","observation",1
"sweet","often",4
"sweet","opposite",6
"sweet","people",7
"sweet","person",5
"sweet","personality",1
"sweet","pie",1
"sweet","piece",1
"sweet","pineapple",1
"sweet","pleasurable",2
"sweet","primal",1
"sweet","process",1
"sweet","puppy",1
"sweet","pyramid",1
"sweet","quality",1
"sweet","relish",1
"sweet","rot",1
"sweet","salty",2
"sweet","satisfy",1
"sweet","satisfying",1
"sweet","seem",1
"sweet","sensation",1
"sweet","show",1
"sweet","single",1
"sweet","slang",1
"sweet","smell",3
"sweet","smile",2
"sweet","snack",1
"sweet","soda",3
"sweet","soft",2
"sweet","someone",3
"sweet","something",4
"sweet","sour",10
"sweet","southern",1
"sweet","stay",1
"sweet","sticky",1
"sweet","strawberry",1
"sweet","strong",1
"sweet","style",1
"sweet","sugar",26
"sweet","sugary",6
"sweet","sweet",16
"sweet","swimming",1
"sweet","swung hymn",1
"sweet","t",1
"sweet","tangy",2
"sweet","tart",1
"sweet","taste",24
"sweet","taste buds",1
"sweet","tasty",3
"sweet","tea",2
"sweet","thing",3
"sweet","think",1
"sweet","thinking",1
"sweet","thought",1
"sweet","tingle",1
"sweet","tongue",1
"sweet","tooth",4
"sweet","top",1
"sweet","treat",1
"sweet","use",6
"sweet","valentine",1
"sweet","warhead",1
"sweet","warm",1
"sweet","water",1
"sweet","way",2
"sweet","weather",1
"sweet","well",1
"sweet","yummy",2
"sword","age",2
"sword","aggression",1
"sword","anger",1
"sword","anymore",1
"sword","armor",2
"sword","army",1
"sword","arthur",2
"sword","artifact",1
"sword","bad",1
"sword","balanced",1
"sword","battle",5
"sword","big",2
"sword","black",1
"sword","blade",7
"sword","blood",4
"sword","can",1
"sword","careful",1
"sword","carrion",1
"sword","ceremony",1
"sword","china",1
"sword","chinese",2
"sword","chop",1
"sword","chord",1
"sword","cinderella",1
"sword","close",1
"sword","collectible",1
"sword","combat",1
"sword","consider",1
"sword","courage",1
"sword","create",1
"sword","curve",2
"sword","cut",8
"sword","cutting",1
"sword","dagger",2
"sword","dangerous",6
"sword","dark",1
"sword","deadly",1
"sword","death",3
"sword","defend",1
"sword","design",1
"sword","desperate",1
"sword","destroy",1
"sword","devil",1
"sword","dragon",2
"sword","dull",1
"sword","edge",2
"sword","end",2
"sword","engrave",1
"sword","excalibur",1
"sword","excursive",1
"sword","fancy",1
"sword","fantasy",1
"sword","fashion",1
"sword","fear",1
"sword","feeling",1
"sword","fencing",1
"sword","fight",21
"sword","fighting",2
"sword","fish",2
"sword","flea",1
"sword","functional",1
"sword","gold",1
"sword","greek",1
"sword","grip",1
"sword","gun",2
"sword","halo",1
"sword","handle",3
"sword","handsome",1
"sword","heavy",8
"sword","hero",1
"sword","history",1
"sword","honor",1
"sword","horse",3
"sword","hurt",1
"sword","hurtful",1
"sword","individual",1
"sword","inflict",1
"sword","injury",1
"sword","iron",1
"sword","japanese",2
"sword","joust",1
"sword","kill",9
"sword","king",4
"sword","knife",11
"sword","knight",13
"sword","light",1
"sword","like",1
"sword","long",18
"sword","lord",2
"sword","make",4
"sword","market",1
"sword","medical",1
"sword","medieval",8
"sword","merlin",1
"sword","metal",16
"sword","mi",1
"sword","middle",1
"sword","movie",1
"sword","museum",1
"sword","musketeer",1
"sword","nelda",1
"sword","nigga",1
"sword","ninja",2
"sword","ninjas",1
"sword","null",1
"sword","object",2
"sword","old",3
"sword","ornate",1
"sword","oversize",1
"sword","pain",1
"sword","people",1
"sword","pirate",7
"sword","plastic",1
"sword","point",2
"sword","pointed",2
"sword","pointy",1
"sword","primitive",1
"sword","prince",1
"sword","pronounce",1
"sword","quarter",1
"sword","really",1
"sword","respect",1
"sword","ring",2
"sword","round",1
"sword","samurai",1
"sword","scary",1
"sword","self",1
"sword","sharp",58
"sword","sharpen",1
"sword","sheath",1
"sword","shin",1
"sword","shinny",1
"sword","shiny",5
"sword","short",2
"sword","silver",4
"sword","sir",1
"sword","skill",1
"sword","slice",1
"sword","something",1
"sword","stab",6
"sword","status",1
"sword","steel",1
"sword","stone",1
"sword","straight",1
"sword","strong",1
"sword","sword",1
"sword","symbol",1
"sword","table",1
"sword","tall",1
"sword","thick",1
"sword","time",2
"sword","tool",2
"sword","toy",1
"sword","two",1
"sword","type",1
"sword","untrained",1
"sword","use",19
"sword","usually",1
"sword","war",5
"sword","weapon",21
"sword","white",1
"sword","wood",1
"sword","zoo",1
"tall","5",1
"tall","6",1
"tall","9",1
"tall","alcoholic",1
"tall","amount",1
"tall","athlete",1
"tall","athletic",1
"tall","attractive",1
"tall","average",2
"tall","ball",2
"tall","basket",1
"tall","basketball",4
"tall","beautiful",1
"tall","ben",1
"tall","big",14
"tall","black",1
"tall","body",1
"tall","boy",1
"tall","building",7
"tall","cab",1
"tall","can",1
"tall","centimeter",1
"tall","chimney",1
"tall","church",1
"tall","city",1
"tall","cliff",1
"tall","consider",1
"tall","describe",1
"tall","description",2
"tall","descriptive",1
"tall","desirable",1
"tall","drink",1
"tall","elongate",1
"tall","everest",1
"tall","evolutionary",1
"tall","foot",4
"tall","genetic",1
"tall","german",1
"tall","giant",2
"tall","giraffe",1
"tall","girl",1
"tall","give",1
"tall","great",3
"tall","hand",2
"tall","handsome",1
"tall","hansom",1
"tall","height",17
"tall","high",3
"tall","idea",1
"tall","inanimate",1
"tall","inch",3
"tall","lanky",1
"tall","large",9
"tall","lean",1
"tall","leg",3
"tall","light",1
"tall","living",1
"tall","lofty",1
"tall","lone",1
"tall","long",12
"tall","longitudinal",1
"tall","look",2
"tall","male",3
"tall","man",5
"tall","mean",2
"tall","measure",4
"tall","metric",1
"tall","model",1
"tall","mountain",2
"tall","mt",1
"tall","null",1
"tall","object",1
"tall","ogre",1
"tall","opposite",4
"tall","overstate",1
"tall","pant",1
"tall","papa",1
"tall","parent",1
"tall","peak",2
"tall","people",5
"tall","person",1
"tall","physical",2
"tall","player",6
"tall","probably",1
"tall","quality",1
"tall","reach",1
"tall","receiver",1
"tall","red",1
"tall","relate",1
"tall","relation",2
"tall","relative",1
"tall","rocket",1
"tall","russian",1
"tall","say",1
"tall","scraper",4
"tall","shad",1
"tall","shirt",1
"tall","shoe",1
"tall","short",6
"tall","six",1
"tall","size",1
"tall","skinny",1
"tall","sky",5
"tall","skyscraper",3
"tall","slender",1
"tall","somebody",1
"tall","someone",1
"tall","something",3
"tall","space",1
"tall","stature",1
"tall","story",1
"tall","street",1
"tall","substantial",1
"tall","system",1
"tall","tall",8
"tall","torso",1
"tall","trait",1
"tall","tree",6
"tall","type",1
"tall","usually",1
"tall","vertical",1
"tall","volley",1
"tall","wallace",1
"tall","way",1
"tall","wide",1
"tall","woman",2
"tall","wood",1
"taste","1",1
"taste","5",4
"taste","able",1
"taste","accord",1
"taste","acquire",1
"taste","action",1
"taste","age",1
"taste","also",1
"taste","anything",1
"taste","associate",1
"taste","bad",17
"taste","bastard",1
"taste","bit",1
"taste","bitter",16
"taste","bland",3
"taste","body",3
"taste","bud",17
"taste","bump",1
"taste","can",25
"taste","cause",2
"taste","censor",1
"taste","change",2
"taste","characteristic",2
"taste","chemical",1
"taste","chewy",1
"taste","chocolate",1
"taste","choice",1
"taste","clogged",1
"taste","closely",1
"taste","clothes",1
"taste","cold",5
"taste","come",3
"taste","component",1
"taste","consume",1
"taste","consumption",1
"taste","cook",1
"taste","create",1
"taste","cultural",1
"taste","culture",1
"taste","decoration",1
"taste","define",1
"taste","delicious",1
"taste","describe",4
"taste","designate",1
"taste","desirable",1
"taste","detect",1
"taste","determine",1
"taste","different",7
"taste","disgust",1
"taste","disgusting",1
"taste","dislike",3
"taste","displeasure",1
"taste","distinguish",2
"taste","dress",1
"taste","drink",6
"taste","eat",7
"taste","eating",2
"taste","effect",1
"taste","enable",1
"taste","enjoy",2
"taste","enjoyable",2
"taste","every",1
"taste","everything",1
"taste","evoke",1
"taste","exciting",1
"taste","experience",2
"taste","expression",1
"taste","facial",1
"taste","fashion",1
"taste","fat",1
"taste","feel",5
"taste","feeling",1
"taste","find",1
"taste","five",7
"taste","fizzy",1
"taste","flavor",6
"taste","food",35
"taste","function",1
"taste","get",1
"taste","give",2
"taste","go",1
"taste","good",20
"taste","grease",1
"taste","great",2
"taste","gross",2
"taste","happen",1
"taste","hear",3
"taste","help",2
"taste","hot",8
"taste","human",2
"taste","hungry",1
"taste","important",2
"taste","individual",1
"taste","inside",1
"taste","involve",1
"taste","know",1
"taste","life",1
"taste","like",6
"taste","little",1
"taste","luxury",1
"taste","make",4
"taste","many",1
"taste","meaty",1
"taste","medicine",1
"taste","mediocre",1
"taste","might",1
"taste","mood",1
"taste","mouth",14
"taste","multiple",1
"taste","nasty",2
"taste","non pleasurable",1
"taste","nose",3
"taste","null",1
"taste","old",1
"taste","one",13
"taste","opinion",1
"taste","part",1
"taste","people",4
"taste","perceive",2
"taste","personal",1
"taste","pertain",1
"taste","place",1
"taste","pleasurable",1
"taste","pleasure",2
"taste","poisonous",1
"taste","previous",1
"taste","put",1
"taste","receive",1
"taste","receptor",1
"taste","relate",1
"taste","rely",1
"taste","rich",1
"taste","s",3
"taste","salty",16
"taste","satisfaction",1
"taste","savory",2
"taste","seance",1
"taste","sensation",1
"taste","sense",30
"taste","sensory",1
"taste","sight",2
"taste","sinus",1
"taste","smell",10
"taste","someone",2
"taste","something",7
"taste","sometimes",1
"taste","sour",20
"taste","spice",1
"taste","spicy",9
"taste","squired",1
"taste","strong",1
"taste","subjective",1
"taste","substance",1
"taste","sugary",2
"taste","sweet",25
"taste","taste",31
"taste","tasteful",1
"taste","tasty",2
"taste","tell",1
"taste","test",1
"taste","texture",1
"taste","thing",1
"taste","three",1
"taste","together",1
"taste","tongue",30
"taste","tool",1
"taste","tooth",1
"taste","touch",3
"taste","touching",1
"taste","try",1
"taste","type",1
"taste","understanding",1
"taste","undesirable",2
"taste","unique",1
"taste","us",1
"taste","use",6
"taste","usually",3
"taste","various",1
"taste","well",1
"taste","whats",1
"taste","wonderful",1
"taste","word",1
"taste","young",1
"taste","yucky",1
"taste","yummy",1
"tea","arizona",1
"tea","asian",2
"tea","associate",1
"tea","bag",9
"tea","beret",1
"tea","beverage",1
"tea","billow",1
"tea","bitter",2
"tea","black",5
"tea","boil",1
"tea","brew",1
"tea","british",1
"tea","brown",2
"tea","caffeinated",1
"tea","caffeine",1
"tea","calm",2
"tea","calming",2
"tea","can",3
"tea","canine",1
"tea","carnal",1
"tea","ceremony",1
"tea","china",4
"tea","class",1
"tea","cold",8
"tea","come",5
"tea","cool",1
"tea","cultural",2
"tea","cup",3
"tea","decaffeinate",1
"tea","delicious",1
"tea","derive",1
"tea","descent",1
"tea","different",2
"tea","drink",12
"tea","drinking",1
"tea","earth",1
"tea","effect",1
"tea","energy",1
"tea","english",2
"tea","enjoyable",1
"tea","exotic",1
"tea","feel",1
"tea","flavor",7
"tea","flavorful",1
"tea","fruit",1
"tea","get",1
"tea","go",1
"tea","good",5
"tea","gray",1
"tea","green",7
"tea","gross",1
"tea","ground",1
"tea","grow",1
"tea","heal",1
"tea","healthy",2
"tea","heat",1
"tea","help",1
"tea","herb",9
"tea","herbal",5
"tea","high",1
"tea","hippie",1
"tea","honey",2
"tea","hot",22
"tea","hydration",1
"tea","ice",3
"tea","iced",7
"tea","india",2
"tea","indians",1
"tea","japan",1
"tea","kettle",1
"tea","leaf",9
"tea","lemon",2
"tea","let",1
"tea","lipton",2
"tea","liquid",3
"tea","loose",2
"tea","love",1
"tea","make",10
"tea","many",3
"tea","medicinal",1
"tea","milk",3
"tea","mix",2
"tea","mug",2
"tea","murky",1
"tea","natural",3
"tea","need",1
"tea","niacin",1
"tea","null",1
"tea","nutrition",1
"tea","one",1
"tea","palmer",1
"tea","party",1
"tea","peach",1
"tea","people",2
"tea","peppermint",1
"tea","plant",2
"tea","practice",1
"tea","process",1
"tea","proper",1
"tea","psychedelics",1
"tea","red",1
"tea","refresh",1
"tea","relax",3
"tea","relaxing",1
"tea","religious",1
"tea","seep",1
"tea","serve",4
"tea","sick",1
"tea","singing",1
"tea","smell",2
"tea","smooth",1
"tea","soak",1
"tea","something",1
"tea","sometimes",1
"tea","soothe",1
"tea","soothing",2
"tea","sore",1
"tea","southern",1
"tea","speed",1
"tea","spice",2
"tea","spicy",1
"tea","stove",2
"tea","stuff",1
"tea","subtle",1
"tea","sugar",4
"tea","sweet",3
"tea","sweetened",1
"tea","tasty",2
"tea","tea",29
"tea","think",1
"tea","throat",1
"tea","time",1
"tea","tree",1
"tea","type",1
"tea","typically",1
"tea","unsweetened",1
"tea","use",2
"tea","usually",1
"tea","warm",4
"tea","water",9
"tea","well",1
"tea","white",1
"tea","wonderful",1
"tea","yummy",1
"tea","zen",1
"television","20th",1
"television","3d",1
"television","actor",4
"television","actress",2
"television","ad",1
"television","addictive",1
"television","adjustment",1
"television","advertisement",1
"television","advertising",1
"television","allow",1
"television","almost",1
"television","amusing",1
"television","anatomy",1
"television","antenna",1
"television","appliance",2
"television","area",1
"television","associate",1
"television","attention",1
"television","bad",1
"television","bedroom",1
"television","bedtime",1
"television","big",3
"television","black",3
"television","bob",1
"television","bond",1
"television","bore",1
"television","boring",1
"television","box",11
"television","brain",1
"television","brand",1
"television","bring",1
"television","broadcast",2
"television","broadcasting",1
"television","buster",1
"television","button",2
"television","buy",1
"television","cable",4
"television","can",14
"television","cartoon",6
"television","catch",1
"television","celebrity",1
"television","cell",1
"television","center",1
"television","central",2
"television","century",1
"television","channel",9
"television","colbert",1
"television","color",2
"television","colored",2
"television","colorful",1
"television","come",1
"television","comedy",4
"television","commercial",2
"television","common",1
"television","complex",1
"television","consumer",1
"television","contain",1
"television","control",2
"television","cooking",1
"television","cost",1
"television","create",1
"television","crt",1
"television","culture",1
"television","definition",1
"television","detriment",1
"television","device",7
"television","different",8
"television","display",1
"television","don",1
"television","drown",1
"television","dvd",1
"television","dvr",1
"television","educational",1
"television","electric",2
"television","electricity",5
"television","electronic",6
"television","entertain",2
"television","entertaining",5
"television","entertainment",16
"television","espn",2
"television","etc",3
"television","event",1
"television","every",1
"television","expensive",1
"television","fame",1
"television","family",4
"television","fat",1
"television","favorite",1
"television","find",3
"television","flat",5
"television","fun",5
"television","funny",1
"television","game",6
"television","give",2
"television","good",2
"television","grey",1
"television","guy",1
"television","hdtv",1
"television","heavy",1
"television","hf",4
"television","high",1
"television","highly",1
"television","hill",1
"television","home",2
"television","house",1
"television","image",2
"television","important",1
"television","improve",1
"television","inch",1
"television","include",1
"television","incredible",1
"television","incs",1
"television","information",2
"television","informative",1
"television","inside",1
"television","interesting",1
"television","invent",1
"television","invention",1
"television","jersey",1
"television","keep",1
"television","kid",1
"television","kill",1
"television","king",1
"television","lama",1
"television","large",4
"television","laziness",1
"television","lazy",1
"television","lcd",3
"television","lead",1
"television","like",1
"television","live",1
"television","living",1
"television","lot",6
"television","loud",1
"television","major",1
"television","make",5
"television","many",4
"television","marvel",1
"television","measure",1
"television","media",1
"television","medias",1
"television","medium",1
"television","metal",1
"television","mindless",1
"television","misuse",1
"television","modern",1
"television","money",1
"television","monitor",1
"television","motion",1
"television","move",4
"television","movie",20
"television","mtv",3
"television","multiple",1
"television","must",1
"television","myth",1
"television","news",11
"television","noise",2
"television","null",1
"television","object",2
"television","often",2
"television","old",1
"television","one",1
"television","opera",1
"television","organize",1
"television","pair",1
"television","part",2
"television","pass",1
"television","pass time",1
"television","people",5
"television","picture",7
"television","place",1
"television","plasma",3
"television","plastic",1
"television","play",4
"television","plug",1
"television","pointless",1
"television","portable",2
"television","preview",1
"television","prime",1
"television","producer",1
"television","program",2
"television","programming",1
"television","projection",1
"television","provide",1
"television","radio",2
"television","range",1
"television","rating",1
"television","reality",2
"television","receive",1
"television","receiver",1
"television","record",1
"television","recorded",1
"television","recreation",1
"television","rectangle",1
"television","rectangular",1
"television","relaxation",1
"television","relaxing",1
"television","relay",1
"television","remote",5
"television","replace",1
"television","report",1
"television","room",2
"television","run",6
"television","s",3
"television","satellite",3
"television","scree",1
"television","screen",10
"television","see",2
"television","set",1
"television","setting",1
"television","several",1
"television","shack",1
"television","shape",2
"television","shift",1
"television","shore",1
"television","show",35
"television","signal",2
"television","simpsons",1
"television","sitcom",1
"television","size",2
"television","small",2
"television","soap",1
"television","societal",1
"television","society",1
"television","solid",1
"television","something",4
"television","sometimes",2
"television","sorrow",1
"television","sound",1
"television","source",3
"television","sponge",1
"television","sport",6
"television","sporting",1
"television","square",3
"television","static",1
"television","stuff",1
"television","stupid",1
"television","stupidity",1
"television","t",1
"television","tech",1
"television","technological",1
"television","technology",2
"television","television",3
"television","thin",2
"television","thing",2
"television","thousand",1
"television","time",8
"television","tiny",1
"television","today",2
"television","tube",1
"television","turn",2
"television","tv",13
"television","type",3
"television","typically",1
"television","unproductive",1
"television","use",15
"television","usually",2
"television","video",2
"television","viewing",1
"television","visual",1
"television","volume",2
"television","waste",2
"television","watch",18
"television","watchable",1
"television","weekly",1
"television","white",1
"television","wire",1
"television","world",1
"television","writer",1
"television","youth",1
"television","zombie",1
"tell","act",1
"tell","activate",1
"tell","active",1
"tell","another",1
"tell","answer",1
"tell","away",2
"tell","baby",1
"tell","bank",1
"tell","can",2
"tell","communicate",6
"tell","communication",2
"tell","confess",1
"tell","confide",1
"tell","conversation",1
"tell","demand",1
"tell","direct",1
"tell","explain",3
"tell","express",2
