"cue","feature","pos","lemma"
"snake","mamas","noun","mama"
"snake","reptile","adjective","reptile"
"snake","long","adjective","long"
"snake","slender","adjective","slender"
"snake","body","noun","body"
"snake","scales","noun","scale"
"snake","feels","verb","feel"
"snake","smooth","adjective","smooth"
"snake","can","modal","can"
"snake","poisonous","adjective","poisonous"
"snake","harmless","adjective","harmless"
"snake","slithers","noun","slither"
"snake","lives","noun","life"
"snake","grass","noun","grass"
"snake","rocks","noun","rock"
"snake","eats","verb","eat"
"snake","bugs","noun","bug"
"snake","small","adjective","small"
"snake","animals","noun","animal"
"snake","can","modal","can"
"snake","tiny","adjective","tiny"
"snake","huge","adjective","huge"
"snake","bites","noun","bite"
"snake","constricts","verb","constrict"
"snake","kill","verb","kill"
"snake","zoos","noun","zoo"
"snake","can","modal","can"
"snake","pets","noun","pet"
"snake","flicking","verb","flick"
"snake","split","noun","split"
"snake","tongue","noun","tongue"
"snake","creepy","adjective","creepy"
"snake","eyes","noun","eye"
"snake","shed","verb","shed"
"snake","skin","noun","skin"
"snake","seasonally","adverb","seasonally"
"snake","reptile","adjective","reptile"
"snake","long","adverb","long"
"snake","thin","adjective","thin"
"snake","legs","noun","leg"
"snake","sometime","adverb","sometime"
"snake","poisonous","adjective","poisonous"
"snake","reptile","noun","reptile"
"snake","legs","noun","leg"
"snake","serpent","noun","serpent"
"snake","can","modal","can"
"snake","poisonous","adjective","poisonous"
"snake","used","verb","use"
"snake","symbol","noun","symbol"
"snake","evil","adjective","evil"
"snake","several","adjective","several"
"snake","varieties","noun","variety"
"snake","reptile","noun","reptile"
"snake","scales","verb","scale"
"snake","long","adverb","long"
"snake","tongue","verb","tongue"
"snake","poisonous","adjective","poisonous"
"snake","slithery","adjective","slithery"
"snake","long","adjective","long"
"snake","wild","adjective","wild"
"snake","animals","noun","animal"
"snake","lay","verb","lay"
"snake","eggs","noun","egg"
"snake","reptile","adjective","reptile"
"snake","scales","noun","scale"
"snake","slithers","verb","slither"
"snake","legs","noun","leg"
"snake","hissing","verb","hiss"
"snake","split","noun","split"
"snake","tongue","noun","tongue"
"snake","common","adjective","common"
"snake","fear","noun","fear"
"snake","predictor","noun","predictor"
"snake","prey","verb","prey"
"snake","reptile","adjective","reptile"
"snake","slithers","noun","slither"
"snake","scales","verb","scale"
"snake","venomous","adjective","venomous"
"snake","teeth","noun","tooth"
"snake","rattle","verb","rattle"
"snake","colors","noun","color"
"snake","shape","verb","shape"
"snake","head","noun","head"
"snake","pattern","noun","pattern"
"snake","live","verb","live"
"snake","holes","noun","hole"
"snake","snake","noun","snake"
"snake","bites","verb","bite"
"snake","reptilian","adjective","reptilian"
"snake","organism","noun","organism"
"snake","scaly","adjective","scaly"
"snake","skin","noun","skin"
"snake","elongated","verb","elongate"
"snake","body","noun","body"
"snake","limbs","verb","limb"
"snake","fangs","noun","fang"
"snake","slit-eyes","noun","slit eyes"
"snake","relies","verb","rely"
"snake","mainly","adverb","mainly"
"snake","taste","noun","taste"
"snake","navigate","verb","navigate"
"snake","environments","noun","environment"
"snake","well","adverb","well"
"snake","thermal","adjective","thermal"
"snake","vision","noun","vision"
"snake","opposed","verb","oppose"
"snake","purely","adverb","purely"
"snake","optical","adjective","optical"
"snake","can","modal","can"
"snake","symbol","noun","symbol"
"snake","evil","noun","evil"
"snake","many","adjective","many"
"snake","cultures","noun","culture"
"snake","venomous","adjective","venomous"
"snake","physical","adjective","physical"
"snake","properties","noun","property"
"snake","can","modal","can"
"snake","vary","verb","vary"
"snake","length","noun","length"
"snake","weight","noun","weight"
"snake","typically","adverb","typically"
"snake","smooth","adverb","smooth"
"snake","slick","adjective","slick"
"snake","certain","adjective","certain"
"snake","snakes","noun","snake"
"snake","either","adverb","either"
"snake","use","verb","use"
"snake","rattler","noun","rattler"
"snake","intimidate","verb","intimidate"
"snake","warn","verb","warn"
"snake","enemies","noun","enemy"
"snake","hiss","verb","hiss"
"snake","scaled","verb","scale"
"snake","animal","noun","animal"
"snake","lays","verb","lay"
"snake","eggs","noun","egg"
"snake","can","modal","can"
"snake","venomous","adjective","venomous"
"snake","scales","noun","scale"
"snake","sleek","verb","sleek"
"snake","thin","adjective","thin"
"snake","long","adjective","long"
"snake","short","adjective","short"
"snake","mice","noun","mouse"
"snake","cold","adjective","cold"
"snake","sneaky","adjective","sneaky"
"snake","sly","adjective","sly"
"snake","suffocate","verb","suffocate"
"snake","pray","verb","pray"
"snake","scaly","adjective","scaly"
"snake","cold-blooded","adjective","cold blooded"
"snake","reptile","noun","reptile"
"snake","can","modal","can"
"snake","venomous","adjective","venomous"
"snake","non-venomous","adjective","non venomous"
"snake","fangs","noun","fang"
"snake","coils","verb","coil"
"snake","rattlesnake","noun","rattlesnake"
"snake","bite","noun","bite"
"snake","slither","noun","slither"
"snake","scaly","adjective","scaly"
"snake","slithery","adjective","slithery"
"snake","sometimes","adverb","sometimes"
"snake","poisonous","adjective","poisonous"
"snake","kills","noun","kill"
"snake","mice","noun","mouse"
"snake","rodents","noun","rodent"
"snake","sometimes","adverb","sometimes"
"snake","birds","noun","bird"
"snake","eaten","verb","eat"
"snake","larger","adjective","large"
"snake","birds","noun","bird"
"snake","predators","noun","predator"
"snake","hisses","noun","hiss"
"snake","slithers","verb","slither"
"snake","can","modal","can"
"snake","swim","verb","swim"
"snake","lives","noun","life"
"snake","types","noun","type"
"snake","environments","noun","environment"
"snake","different","adjective","different"
"snake","kinds","noun","kind"
"snake","colors","noun","color"
"snake","scary","adjective","scary"
"snake","animal","noun","animal"
"snake","slithering","verb","slither"
"snake","long","adjective","long"
"snake","tongue","noun","tongue"
"snake","venomous","adjective","venomous"
"snake","fangs","noun","fang"
"snake","scary","adjective","scary"
"snake","disgusting","adjective","disgusting"
"snake","poisonous","adjective","poisonous"
"snake","crawling","verb","crawl"
"snake","dangerous","adjective","dangerous"
"snake","deadly","adjective","deadly"
"snake","kill","noun","kill"
"snake","people","noun","people"
"snake","kill","verb","kill"
"snake","animals","noun","animal"
"snake","slimy","adjective","slimy"
"snake","scary","adjective","scary"
"snake","slimy","adjective","slimy"
"snake","slithers","noun","slither"
"snake","bites","verb","bite"
"snake","poisonous","adjective","poisonous"
"snake","different","adjective","different"
"snake","colors","noun","color"
"snake","scales","verb","scale"
"snake","fangs","noun","fang"
"snake","lives","noun","life"
"snake","near","preposition","near"
"snake","ponds","noun","pond"
"snake","big","adjective","big"
"snake","small","adjective","small"
"snake","serpent","noun","serpent"
"snake","long","adjective","long"
"snake","body","noun","body"
"snake","legs","verb","leg"
"snake","scary","adjective","scary"
"snake","skinny","adjective","skinny"
"snake","smiley","noun","smiley"
"snake","smiley","noun","smiley"
"snake","grime","noun","grime"
"snake","horrific","adjective","horrific"
"snake","sneaky","adjective","sneaky"
"snake","trustworthy","adjective","trustworthy"
"snake","deceitful","adjective","deceitful"
"snake","slimy","adjective","slimy"
"snake","cold","adjective","cold"
"snake","scary","adjective","scary"
"snake","fangs","noun","fang"
"snake","big","adjective","big"
"snake","slinky","adjective","slinky"
"snake","gross","noun","gross"
"snake","can","modal","can"
"snake","either","adverb","either"
"snake","really","adverb","really"
"snake","small","adjective","small"
"snake","huge","adjective","huge"
"snake","pythons","noun","python"
"snake","cobra","noun","cobra"
"snake","anaconda","noun","anaconda"
"snake","slither","noun","slither"
"snake","hissing","verb","hiss"
"snake","rattles","verb","rattle"
"snake","snake","noun","snake"
"snake","bites","verb","bite"
"snake","slimy","adjective","slimy"
"snake","gross","adjective","gross"
"snake","eats","noun","eats"
"snake","food","noun","food"
"snake","whole","adjective","whole"
"snake","slithering","verb","slither"
"snake","can","modal","can"
"snake","green","adjective","green"
"snake","brown","adjective","brown"
"snake","can","modal","can"
"snake","venomous","adjective","venomous"
"snake","can","modal","can"
"snake","squeeze","verb","squeeze"
"snake","person","noun","person"
"snake","death","noun","death"
"snake","fangs","noun","fang"
"snake","can","modal","can"
"snake","small","adjective","small"
"snake","big","adjective","big"
"snake","live","verb","live"
"snake","nature","noun","nature"
"snake","scaly","adjective","scaly"
"snake","limbs","noun","limb"
"snake","reptile","noun","reptile"
"snake","slithering","verb","slither"
"snake","venomous","adjective","venomous"
"snake","scary","adjective","scary"
"snake","slithers","noun","slither"
"snake","animal","noun","animal"
"snake","creepy","adjective","creepy"
"snake","sometimes","adverb","sometimes"
"snake","poisonous","adjective","poisonous"
"snake","venom","noun","venom"
"snake","snake","noun","snake"
"snake","eyes","noun","eye"
"snake","eats","verb","eat"
"snake","mice","noun","mouse"
"snake","slimy","adjective","slimy"
"snake","legs","noun","leg"
"snake","comes","verb","come"
"snake","different","adjective","different"
"snake","sizes","noun","size"
"snake","colors","noun","color"
"snake","slithers","noun","slither"
"snake","eats","verb","eat"
"snake","food","noun","food"
"snake","drinks","noun","drink"
"snake","water","noun","water"
"snake","sheds","noun","shed"
"snake","long","adjective","long"
"snake","tongue","noun","tongue"
"snake","can","modal","can"
"snake","pets","noun","pet"
"snake","wild","adjective","wild"
"snake","slithers","noun","slither"
"snake","ground","noun","ground"
"snake","animals","noun","animal"
"snake","legs","noun","leg"
"snake","makes","verb","make"
"snake","hissing","verb","hiss"
"snake","noises","noun","noise"
"snake","slithers","noun","slither"
"snake","hisses","verb","hiss"
"snake","slimy","adjective","slimy"
"snake","forked","adjective","forked"
"snake","tongue","noun","tongue"
"snake","scary","adjective","scary"
"snake","repulsive","adjective","repulsive"
"snake","reptilian","adjective","reptilian"
"snake","evil","noun","evil"
"snake","slithers","verb","slither"
"snake","scary","adjective","scary"
"snake","scales","noun","scale"
"snake","poisonous","adjective","poisonous"
"snake","fork","noun","fork"
"snake","like","preposition","like"
"snake","tongue","noun","tongue"
"snake","desert","noun","desert"
"snake","rattles","verb","rattle"
"snake","eats","noun","eats"
"snake","mice","noun","mouse"
"snake","slithery","adjective","slithery"
"snake","lives","noun","life"
"snake","outdoors","adverb","outdoors"
"snake","can","modal","can"
"snake","venomous","adjective","venomous"
"snake","snake","noun","snake"
"snake","bite","verb","bite"
"snake","poison","adjective","poison"
"snake","slimy","adjective","slimy"
"snake","fat","adjective","fat"
"snake","green","adjective","green"
"snake","scales","noun","scale"
"snake","snake","noun","snake"
"snake","sinister","adjective","sinister"
"snake","chamber","noun","chamber"
"snake","secrets","noun","secret"
"snake","harry","verb","harry"
"snake","potter","noun","potter"
"snake","slither","noun","slither"
"snake","scales","noun","scale"
"snake","stripes","noun","stripe"
"snake","long","adverb","long"
"snake","sneaking","verb","sneak"
"snake","stealthy","adjective","stealthy"
"snake","predator","noun","predator"
"snake","creepy","adjective","creepy"
"snake","forest","noun","forest"
"snake","rattle","verb","rattle"
"snake","poison","noun","poison"
"snake","eat","verb","eat"
"snake","rodents","noun","rodent"
"snake","stalk","verb","stalk"
"snake","prey","noun","prey"
"snake","swallow","noun","swallow"
"snake","prey","verb","prey"
"snake","whole","adjective","whole"
"snake","traitor","noun","traitor"
"snake","ugly","adjective","ugly"
"snake","slithers","noun","slither"
"snake","usually","adverb","usually"
"snake","long","adverb","long"
"snake","scary","adjective","scary"
"snake","lives","noun","life"
"snake","water","noun","water"
"snake","ground","noun","ground"
"snake","eats","verb","eat"
"snake","mice","noun","mouse"
"snake","gross","adjective","gross"
"snake","many","adjective","many"
"snake","different","adjective","different"
"snake","types","noun","type"
"snake","can","modal","can"
"snake","harmful","adjective","harmful"
"snake","poisonous","adjective","poisonous"
"snake","weird","adjective","weird"
"snake","NULL ","name","null"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","powder","noun","powder"
"snow","white","adjective","white"
"snow","sky","noun","sky"
"snow","comes","verb","come"
"snow","winter","noun","winter"
"snow","made","verb","make"
"snow","precipitation","noun","precipitation"
"snow","falls","verb","fall"
"snow","white","adjective","white"
"snow","cold","noun","cold"
"snow","two","number","two"
"snow","snowflakes","noun","snowflake"
"snow","alike","adverb","alike"
"snow","flurries","noun","flurry"
"snow","freezes","verb","freeze"
"snow","water","noun","water"
"snow","white","noun","white"
"snow","falls","verb","fall"
"snow","sky","noun","sky"
"snow","cold","noun","cold"
"snow","makes","verb","make"
"snow","cold","adjective","cold"
"snow","wet","adjective","wet"
"snow","unpleasant","adjective","unpleasant"
"snow","white","noun","white"
"snow","real","adverb","real"
"snow","cold","adjective","cold"
"snow","side","noun","side"
"snow","snows","verb","snow"
"snow","people","noun","people"
"snow","usually","adverb","usually"
"snow","white","adjective","white"
"snow","big","adjective","big"
"snow","warm","adjective","warm"
"snow","coats","noun","coat"
"snow","gloves","noun","glove"
"snow","ear","noun","ear"
"snow","mugs","noun","mug"
"snow","flaky","adjective","flaky"
"snow","substance","noun","substance"
"snow","mostly","adverb","mostly"
"snow","snows","verb","snow"
"snow","white","verb","white"
"snow","powdery","adjective","powdery"
"snow","cold","noun","cold"
"snow","usually","adverb","usually"
"snow","comes","verb","come"
"snow","winter","noun","winter"
"snow","outside","adjective","outside"
"snow","outside","preposition","outside"
"snow","white","adjective","white"
"snow","fluffy","adjective","fluffy"
"snow","school","noun","school"
"snow","flakes","verb","flake"
"snow","fun","noun","fun"
"snow","snowballs","noun","snowball"
"snow","white","adjective","white"
"snow","another","determiner","another"
"snow","icy","adjective","icy"
"snow","lizard","noun","lizard"
"snow","word","noun","word"
"snow","cocaine","noun","cocaine"
"snow","denotes","verb","denote"
"snow","free","adjective","free"
"snow","day","noun","day"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","fluffy","adjective","fluffy"
"snow","north","noun","north"
"snow","ice","noun","ice"
"snow","speck","noun","speck"
"snow","dirt","noun","dirt"
"snow","cold","adjective","cold"
"snow","snowmen","noun","snowman"
"snow","gloves","noun","glove"
"snow","snowballs","noun","snowball"
"snow","coat","verb","coat"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","snow","noun","snow"
"snow","white","adjective","white"
"snow","ice","noun","ice"
"snow","precipitation","noun","precipitation"
"snow","angel","noun","angel"
"snow","snowmen","noun","snowman"
"snow","mountains","noun","mountain"
"snow","ski","noun","ski"
"snow","weather","noun","weather"
"snow","avalanche","noun","avalanche"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","flakes","noun","flake"
"snow","white","adjective","white"
"snow","frozen","verb","freeze"
"snow","cold","adjective","cold"
"snow","melts","verb","melt"
"snow","rare","adjective","rare"
"snow","fun","noun","fun"
"snow","white","adjective","white"
"snow","snowball","noun","snowball"
"snow","fights","noun","fight"
"snow","clean","verb","clean"
"snow","cold","adjective","cold"
"snow","light","adjective","light"
"snow","fluffy","adjective","fluffy"
"snow","cold","adjective","cold"
"snow","wet","adjective","wet"
"snow","white","noun","white"
"snow","everywhere","adverb","everywhere"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","bright","adjective","bright"
"snow","winter","noun","winter"
"snow","flurry","noun","flurry"
"snow","water","noun","water"
"snow","ice","noun","ice"
"snow","white","adjective","white"
"snow","fluffy","adjective","fluffy"
"snow","car","noun","car"
"snow","impairs","verb","impair"
"snow","vision","noun","vision"
"snow","driving","verb","drive"
"snow","snowmen","noun","snowman"
"snow","icicles","noun","icicle"
"snow","winter","noun","winter"
"snow","Antarctica","name","antarctica"
"snow","polar","adjective","polar"
"snow","snowflakes","noun","snowflake"
"snow","bears","noun","bear"
"snow","penguins","noun","penguin"
"snow","unique","adjective","unique"
"snow","cold","noun","cold"
"snow","makes","verb","make"
"snow","dead","adjective","dead"
"snow","trees","noun","tree"
"snow","pretty","adverb","pretty"
"snow","covers","verb","cover"
"snow","type","noun","type"
"snow","melt","noun","melt"
"snow","can","modal","can"
"snow","wet","verb","wet"
"snow","weather","noun","weather"
"snow","white","noun","white"
"snow","can","modal","can"
"snow","fun","noun","fun"
"snow","soft","adjective","soft"
"snow","can","noun","can"
"snow","ice","noun","ice"
"snow","cold","adjective","cold"
"snow","illness","noun","illness"
"snow","weather","noun","weather"
"snow","seasons","noun","season"
"snow","holidays","noun","holiday"
"snow","school","noun","school"
"snow","ice","noun","ice"
"snow","freezing","noun","freezing"
"snow","flurries","verb","flurry"
"snow","white","adjective","white"
"snow","winter","noun","winter"
"snow","December","name","december"
"snow","Christmas","name","christmas"
"snow","angels","noun","angel"
"snow","frozen","verb","freeze"
"snow","form","verb","form"
"snow","white","adjective","white"
"snow","flakes","noun","flake"
"snow","lighter","adjective","light"
"snow","raindrops","noun","raindrop"
"snow","rain","noun","rain"
"snow","water","noun","water"
"snow","droplets","noun","droplet"
"snow","instead","adverb","instead"
"snow","become","verb","become"
"snow","tiny","adjective","tiny"
"snow","form","noun","form"
"snow","cold","noun","cold"
"snow","enough","adverb","enough"
"snow","water","noun","water"
"snow","freeze","verb","freeze"
"snow","commonly","adverb","commonly"
"snow","found","verb","find"
"snow","winter","noun","winter"
"snow","months","noun","month"
"snow","tops","noun","top"
"snow","mountains","noun","mountain"
"snow","dangerous","adjective","dangerous"
"snow","precipitation","noun","precipitation"
"snow","drive","verb","drive"
"snow","can","modal","can"
"snow","beautiful","adjective","beautiful"
"snow","delicate","adjective","delicate"
"snow","terrifying","adjective","terrifying"
"snow","dangerous","adjective","dangerous"
"snow","forms","noun","form"
"snow","weather","noun","weather"
"snow","conditions","noun","condition"
"snow","cold","adjective","cold"
"snow","ice","noun","ice"
"snow","white","adjective","white"
"snow","fluffy","adjective","fluffy"
"snow","snowflakes","noun","snowflake"
"snow","freezing","verb","freeze"
"snow","pretty","adverb","pretty"
"snow","cold","adjective","cold"
"snow","Claus","name","claus"
"snow","Christmas","name","christmas"
"snow","winter","noun","winter"
"snow","wet","verb","wet"
"snow","dangerous","adjective","dangerous"
"snow","school","noun","school"
"snow","closings","noun","closing"
"snow","happy","adjective","happy"
"snow","flakes","noun","flake"
"snow","white","adjective","white"
"snow","Santa","name","santa"
"snow","cold","adjective","cold"
"snow","frozen","adjective","frozen"
"snow","rain","noun","rain"
"snow","different","adjective","different"
"snow","shapes","noun","shape"
"snow","sizes","verb","size"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","precipitation","noun","precipitation"
"snow","snow","noun","snow"
"snow","predominate","verb","predominate"
"snow","winter","noun","winter"
"snow","time","noun","time"
"snow","cold","adjective","cold"
"snow","miserable","adjective","miserable"
"snow","white","noun","white"
"snow","white","adjective","white"
"snow","s","noun","s"
"snow","really","adverb","really"
"snow","cold","adjective","cold"
"snow","outside","noun","outside"
"snow","can","modal","can"
"snow","calming","verb","calm"
"snow","pretty","adverb","pretty"
"snow","comes","verb","come"
"snow","ice","noun","ice"
"snow","water","noun","water"
"snow","ice","noun","ice"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","flake","noun","flake"
"snow","angels","noun","angel"
"snow","snowmen","noun","snowman"
"snow","snowballs","noun","snowball"
"snow","snowplow","noun","snowplow"
"snow","black","adjective","black"
"snow","white","adjective","white"
"snow","flurry","noun","flurry"
"snow","cold","noun","cold"
"snow","flakes","verb","flake"
"snow","soft","adjective","soft"
"snow","cold","adjective","cold"
"snow","fun","noun","fun"
"snow","pretty","adverb","pretty"
"snow","white","adjective","white"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","winter","noun","winter"
"snow","freezing","noun","freezing"
"snow","temperatures","noun","temperature"
"snow","ice","noun","ice"
"snow","sledding","noun","sledding"
"snow","water","noun","water"
"snow","cold","adjective","cold"
"snow","sledding","noun","sledding"
"snow","form","noun","form"
"snow","harder","adjective","hard"
"snow","melts","verb","melt"
"snow","slightly","adverb","slightly"
"snow","light","verb","light"
"snow","shines","noun","shine"
"snow","causes","verb","cause"
"snow","sunburn","noun","sunburn"
"snow","snow","noun","snow"
"snow","angels","noun","angel"
"snow","snow","verb","snow"
"snow","balls","noun","ball"
"snow","snowmen","noun","snowman"
"snow","frozen","verb","freeze"
"snow","rain","noun","rain"
"snow","white","adjective","white"
"snow","cold","noun","cold"
"snow","powdering","verb","powder"
"snow","first","adjective","first"
"snow","cold","adjective","cold"
"snow","winter","noun","winter"
"snow","ice","noun","ice"
"snow","miserable","adjective","miserable"
"snow","frostbite","noun","frostbite"
"snow","snowman","noun","snowman"
"snow","flakes","noun","flake"
"snow","ice","noun","ice"
"snow","cubes","verb","cube"
"snow","white","adjective","white"
"snow","frozen","adjective","frozen"
"snow","water","noun","water"
"snow","fluffy","adjective","fluffy"
"snow","cold","adjective","cold"
"snow","part","noun","part"
"snow","water","noun","water"
"snow","cycle","noun","cycle"
"snow","white","adjective","white"
"snow","frozen","verb","freeze"
"snow","cold","adjective","cold"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","freezing","noun","freezing"
"snow","ice","noun","ice"
"snow","snow","noun","snow"
"snow","men","noun","man"
"snow","shovels","verb","shovel"
"snow","snow","noun","snow"
"snow","days","noun","day"
"snow","flakes","verb","flake"
"snow","cold","adjective","cold"
"snow","winter","noun","winter"
"snow","Christmas","name","christmas"
"snow","snow","noun","snow"
"snow","angels","noun","angel"
"snow","snow","noun","snow"
"snow","plows","verb","plow"
"snow","cold","adjective","cold"
"snow","ice","noun","ice"
"snow","slippery","adjective","slippery"
"snow","water","noun","water"
"snow","precipitation","noun","precipitation"
"snow","soft","adjective","soft"
"snow","fun","noun","fun"
"snow","play","verb","play"
"snow","winter","noun","winter"
"snow","white","adjective","white"
"snow","moisture","noun","moisture"
"snow","precipitation","noun","precipitation"
"snow","accumulation","noun","accumulation"
"snow","play","noun","play"
"snow","shovel","verb","shovel"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","soft","adjective","soft"
"snow","rare","adjective","rare"
"snow","usually","adverb","usually"
"snow","ground","noun","ground"
"snow","cold","adjective","cold"
"snow","usually","adverb","usually"
"snow","white","adjective","white"
"snow","white","adjective","white"
"snow","oxford","name","oxford"
"snow","Alaska","name","alaska"
"snow","cold","adjective","cold"
"snow","wet","adjective","wet"
"snow","dirty","adjective","dirty"
"snow","water","noun","water"
"snow","thick","adjective","thick"
"snow","cold","adjective","cold"
"snow","winter","noun","winter"
"snow","ice","noun","ice"
"snow","occurs","verb","occur"
"snow","form","noun","form"
"snow","precipitation","noun","precipitation"
"snow","cold","adjective","cold"
"snow","white","noun","white"
"snow","comes","verb","come"
"snow","flurries","noun","flurry"
"snow","flakes","noun","flake"
"snow","unique","adjective","unique"
"snow","usually","adverb","usually"
"snow","occurs","verb","occur"
"snow","winter","noun","winter"
"snow","except","preposition","except"
"snow","extremely","adverb","extremely"
"snow","northern","adjective","northern"
"snow","regions","noun","region"
"snow","32","number","32"
"snow","degrees","noun","degree"
"snow","parenthetic","adjective","parenthetic"
"snow","winter","noun","winter"
"snow","home","noun","home"
"snow","Christmas","name","christmas"
"snow","powder","noun","powder"
"snow","skiing","noun","skiing"
"snow","snowboarding","noun","snowboarding"
"snow","snow","noun","snow"
"snow","angels","noun","angel"
"snow","igloo","noun","igloo"
"snow","north","adverb","north"
"snow","pole","verb","pole"
"snow","south","adverb","south"
"snow","pole","verb","pole"
"snow","Santa","name","santa"
"snow","white","adjective","white"
"snow","cold","noun","cold"
"snow","north","noun","north"
"snow","need","verb","need"
"snow","winter","noun","winter"
"snow","Olympics","noun","olympic"
"snow","fluffy","adjective","fluffy"
"snow","type","noun","type"
"snow","precipitation","noun","precipitation"
"snow","freezing","noun","freezing"
"snow","happens","verb","happen"
"snow","often","adverb","often"
"snow","ice","noun","ice"
"snow","water","noun","water"
"snow","cold","adjective","cold"
"snow","wind","noun","wind"
"snow","winter","noun","winter"
"snow","white","noun","white"
"snow","pretty","adverb","pretty"
"snow","fluffy","adjective","fluffy"
"snow","cold","adjective","cold"
"snow","white","adjective","white"
"snow","precipitation","noun","precipitation"
"snow","frozen","adjective","frozen"
"snow","water","noun","water"
"snow","winter","noun","winter"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","precipitation","noun","precipitation"
"snow","usually","adverb","usually"
"snow","happens","verb","happen"
"snow","winter","noun","winter"
"snow","season","noun","season"
"snow","frozen","adjective","frozen"
"snow","water","noun","water"
"snow","play","noun","play"
"snow","time","noun","time"
"snow","precipitation","noun","precipitation"
"snow","cold","adjective","cold"
"snow","ice","noun","ice"
"snow","particles","noun","particle"
"snow","fluffy","adjective","fluffy"
"snow","white","adjective","white"
"snow","powdery","adjective","powdery"
"snow","wet","adjective","wet"
"snow","white","adjective","white"
"snow","fluffy","adjective","fluffy"
"snow","cold","noun","cold"
"snow","substance","noun","substance"
"snow","falling","verb","fall"
"snow","ground","noun","ground"
"snow","rain","noun","rain"
"snow","drops","verb","drop"
"snow","become","verb","become"
"snow","tiny","adjective","tiny"
"snow","ice","noun","ice"
"snow","formed","verb","form"
"snow","crystals","noun","crystal"
"snow","known","verb","know"
"snow","snow","noun","snow"
"snow","flakes","noun","flake"
"snow","freezing","noun","freezing"
"snow","rain","noun","rain"
"snow","prior","adverb","prior"
"snow","precipitation","noun","precipitation"
"snow","frozen","adjective","frozen"
"snow","cold","adjective","cold"
"snow","igloo","noun","igloo"
"snow","Antarctica","name","antarctica"
"snow","Alaska","name","alaska"
"snow","north","adjective","north"
"snow","rain","noun","rain"
"snow","rain","noun","rain"
"snow","water","noun","water"
"snow","white","adjective","white"
"snow","snowman","noun","snowman"
"snow","winter","noun","winter"
"snow","sledding","noun","sledding"
"snow","Christmas","name","christmas"
"snow","type","noun","type"
"snow","precipitation","noun","precipitation"
"snow","white","noun","white"
"snow","covers","verb","cover"
"snow","wintertime","noun","wintertime"
"snow","ground","noun","ground"
"snow","cold","adjective","cold"
"snow","hard","adjective","hard"
"snow","melts","noun","melt"
"snow","throw","verb","throw"
"snow","snowballs","noun","snowball"
"snow","make","verb","make"
"snow","snowmen","noun","snowman"
"snow","white","adjective","white"
"snow","cold","adjective","cold"
"snow","slushy","adjective","slushy"
"snow","flakes","noun","flake"
"snow","thick","adjective","thick"
"snow","ice","noun","ice"
"snow","water","noun","water"
"snow","white","adjective","white"
"snow","fluffy","adjective","fluffy"
"snow","fun","noun","fun"
"snow","throw","verb","throw"
"snow","people","noun","people"
"snow","water","noun","water"
"snow","ice","noun","ice"
"snow","cold","adjective","cold"
"snow","NULL ","name","null"
"son","boy","noun","boy"
"son","man","noun","man"
"son","related","verb","relate"
"son","either","conjunction","either"
"son","parents","noun","parent"
"son","male","adjective","male"
"son","child","noun","child"
"son","male","adjective","male"
"son","child","noun","child"
"son","relation","noun","relation"
"son","parents","noun","parent"
"son","son","noun","son"
"son","second","adjective","second"
"son","person","noun","person"
"son","trinity","noun","trinity"
"son","Jesus","name","jesus"
"son","Christ","name","christ"
"son","familiar","adjective","familiar"
"son","term","noun","term"
"son","address","noun","address"
"son","man","noun","man"
"son","boy","noun","boy"
"son","older","adjective","old"
"son","person","noun","person"
"son","person","noun","person"
"son","related","verb","relate"
"son","ties","noun","tie"
"son","son","noun","son"
"son","ship","verb","ship"
"son","male","adjective","male"
"son","child","noun","child"
"son","spoken","verb","speak"
"son","relation","noun","relation"
"son","parents","noun","parent"
"son","male","adjective","male"
"son","child","noun","child"
"son","person","noun","person"
"son","relation","noun","relation"
"son","parents","noun","parent"
"son","male","adjective","male"
"son","child","noun","child"
"son","person","noun","person"
"son","relation","noun","relation"
"son","parents","noun","parent"
"son","son-in-law","noun","son in law"
"son","person","noun","person"
"son","related","verb","relate"
"son","ties","noun","tie"
"son","son","noun","son"
"son","ship","verb","ship"
"son","male","adjective","male"
"son","person","noun","person"
"son","looked","verb","look"
"son","upon","particle","upon"
"son","product","noun","product"
"son","result","noun","result"
"son","particular","adjective","particular"
"son","agent","noun","agent"
"son","force","noun","force"
"son","influence","verb","influence"
"son","male","adjective","male"
"son","child","noun","child"
"son","person","noun","person"
"son","relation","noun","relation"
"son","parents","noun","parent"
"son","male","adjective","male"
"son","child","noun","child"
"son","person","noun","person"
"son","relation","noun","relation"
"son","parents","noun","parent"
